lat,lon,sza
-60,-178,42.915388083909505
-59,-178,41.915939787948986
-58,-178,40.91651411657521
-57,-178,39.91711287382828
-56,-178,38.917738046024056
-55,-178,37.91839182580264
-54,-178,36.91907664007668
-53,-178,35.91979518263828
-52,-178,34.920550452356835
-51,-178,33.921345798119
-50,-178,32.9221849719419
-49,-178,31.92307219204708
-48,-178,30.924012218145236
-47,-178,29.92501044178039
-46,-178,28.926072995368262
-45,-178,27.927206884600626
-44,-178,26.928420150271023
-43,-178,25.929722067437666
-42,-178,24.931123392369535
-41,-178,23.9326366711972
-40,-178,22.93427662902298
-39,-178,21.93606066504961
-38,-178,20.938009488995966
-37,-178,19.940147948131
-36,-178,18.942506114949907
-35,-178,17.945120736499273
-34,-178,16.948037193642868
-33,-178,15.951312192245483
-32,-178,14.95501752577153
-31,-178,13.959245441093598
-30,-178,12.964116463124663
-29,-178,11.96979109704476
-28,-178,10.976487842703719
-27,-178,9.984511866078387
-26,-178,8.994302441864438
-25,-178,8.00651514615399
-24,-178,7.022172307151862
-23,-178,6.042957487851511
-22,-178,5.071841861489931
-21,-178,4.114564246824559
-20,-178,3.1836320854528055
-19,-178,2.311104380229356
-18,-178,1.5958414705331754
-17,-178,1.3236438906457502
-16,-178,1.7196432718183408
-15,-178,2.48236366872436
-14,-178,3.371483656979146
-13,-178,4.30946522021907
-12,-178,5.270284053469825
-11,-178,6.243405459722116
-10,-178,7.2238592601126195
-9,-178,8.209018539083367
-8,-178,9.19737128660108
-7,-178,10.187988054497186
-6,-178,11.180266973187559
-5,-178,12.17380152390632
-4,-178,13.16830741752086
-3,-178,14.16357996005477
-2,-178,15.159468067021711
-1,-178,16.155857817644662
0,-178,17.15266170450504
1,-178,18.149811406030153
2,-178,19.147252806314366
3,-178,20.144942488042865
4,-178,21.14284521452985
5,-178,22.14093209030669
6,-178,23.13917919626443
7,-178,24.137566562506077
8,-178,25.136077385348205
9,-178,26.134697423387678
10,-178,27.13341452663911
11,-178,28.132218265765008
12,-178,29.131099637437178
13,-178,30.13005082820288
14,-178,31.129065023742513
15,-178,32.128136253659115
16,-178,33.127259264312336
17,-178,34.12642941395974
18,-178,35.12564258577108
19,-178,36.12489511526015
20,-178,37.12418372942195
21,-178,38.123505495429704
22,-178,39.12285777718531
23,-178,40.12223819835499
24,-178,41.121644610788316
25,-178,42.121075067427185
26,-178,43.12052779897718
27,-178,44.120001193744955
28,-178,45.11949378015114
29,-178,46.11900421151313
30,-178,47.11853125276081
31,-178,48.11807376880429
32,-178,49.117630714318295
33,-178,50.11720112474544
34,-178,51.11678410835154
35,-178,52.11637883919151
36,-178,53.11598455086606
37,-178,54.11560053096635
38,-178,55.11522611611968
39,-178,56.11486068756058
40,-178,57.11450366716322
41,-178,58.11415451387894
42,-178,59.11381272053102
43,-178,60.113477810924955
44,-178,61.11314933723742
45,-178,62.11282687765288
46,-178,63.11251003421952
47,-178,64.11219843090068
48,-178,65.11189171180033
49,-178,66.11158953954366
50,-178,67.11129159379668
51,-178,68.11099756990973
52,-178,69.11070717767217
53,-178,70.11042014016681
54,-178,71.11013619271372
55,-178,72.10985508189421
56,-178,73.109576564647
57,-178,74.10930040742909
58,-178,75.10902638543486
59,-178,76.10875428186723
60,-178,77.10848388725593
61,-178,78.10821499881749
62,-178,79.10794741985302
63,-178,80.10768095917932
64,-178,81.10741543059
65,-178,82.10715065234277
66,-178,83.10688644667026
67,-178,84.1066226393109
68,-178,85.10635905905764
69,-178,86.10609553732147
70,-178,87.10583190770775
71,-178,88.10556800560269
72,-178,89.1053036677679
73,-178,90.10503873194088
74,-178,91.10477303643938
75,-178,92.10450641976749
76,-178,93.10423872022135
77,-178,94.10396977549277
78,-178,95.10369942226819
79,-178,96.10342749582144
80,-178,97.10315382959752
81,-178,98.10287825478585
82,-178,99.10260059988003
83,-178,100.10232069022206
84,-178,101.10203834752824
85,-178,102.10175338939396
86,-178,103.10146562877468
87,-178,104.10117487343939
88,-178,105.10088092539371
89,-178,106.10058358026824
-89,-177,71.90439253332262
-88,-177,70.90440139029464
-87,-177,69.9044098176495
-86,-177,68.9044178388498
-85,-177,67.90442547842609
-84,-177,66.90443276205109
-83,-177,65.90443971662008
-82,-177,64.90444637033816
-81,-177,63.9044527528153
-80,-177,62.90445889516981
-79,-177,61.90446483014165
-78,-177,60.90447059221635
-77,-177,59.90447621776101
-76,-177,58.90448174517385
-75,-177,57.904487215048924
-74,-177,56.90449267035792
-73,-177,55.904498156651286
-72,-177,54.90450372228099
-71,-177,53.904509418647955
-70,-177,52.904515300477435
-69,-177,51.9045214261259
-68,-177,50.90452785792422
-67,-177,49.90453466256171
-66,-177,48.90454191151752
-65,-177,47.90454968154579
-64,-177,46.90455805522292
-63,-177,45.9045671215663
-62,-177,44.90457697673588
-61,-177,43.90458772483146
-60,-177,42.90459947880164
-59,-177,41.90461236148309
-58,-177,40.90462650679209
-57,-177,39.90464206109575
-56,-177,38.904659184794426
-55,-177,37.904678054155205
-54,-177,36.904698863443265
-53,-177,35.90472182740997
-52,-177,34.90474718420875
-51,-177,33.90477519882707
-50,-177,32.904806167144784
-49,-177,31.904840420755722
-48,-177,30.9048783327257
-47,-177,29.904920324506204
-46,-177,28.904966874283023
-45,-177,27.905018527120824
-44,-177,26.905075907369614
-43,-177,25.905139733944957
-42,-177,24.905210839289317
-41,-177,23.905290193092345
-40,-177,22.905378932223332
-39,-177,21.90547839886146
-38,-177,20.90559018956718
-37,-177,19.905716219140842
-36,-177,18.905858804741733
-35,-177,17.906020778184196
-34,-177,16.906205638071125
-33,-177,15.906417759287288
-32,-177,14.906662686769318
-31,-177,13.906947555942462
-30,-177,12.907281708460335
-29,-177,11.907677617947028
-28,-177,10.908152324449773
-27,-177,9.908729736495546
-26,-177,8.909444481314518
-25,-177,7.910348670529989
-24,-177,6.9115245268461845
-23,-177,5.913109788189685
-22,-177,4.91535400963063
-21,-177,3.918760632987803
-20,-177,2.924518324160783
-19,-177,1.9362523090294312
-18,-177,0.9723589312695545
-17,-177,0.3768743079810688
-16,-177,1.1570350500061797
-15,-177,2.129687632957827
-14,-177,3.11970383029322
-13,-177,4.1145689378879515
-12,-177,5.1114524046348775
-11,-177,6.109366243940441
-10,-177,7.107876446680383
-9,-177,8.106762608753014
-8,-177,9.105900960767368
-7,-177,10.105216651544701
-6,-177,11.104661757279755
-5,-177,12.10420417263059
-4,-177,13.103821581236387
-3,-177,14.103497988354478
-2,-177,15.10322162961659
-1,-177,16.102983658337546
0,-177,17.102777293011876
1,-177,18.10259724719244
2,-177,19.10243933834431
3,-177,20.10230021338983
4,-177,21.10217715225681
5,-177,22.102067924737526
6,-177,23.101970684511834
7,-177,24.101883889545032
8,-177,25.101806241508253
9,-177,26.101736639121178
10,-177,27.10167414182233
11,-177,28.101617941195215
12,-177,29.101567338285
13,-177,30.10152172543625
14,-177,31.101480571634223
15,-177,32.10144341058636
16,-177,33.101409830963945
17,-177,34.10137946836103
18,-177,35.10135199862798
19,-177,36.1013271323132
20,-177,37.101304610004114
21,-177,38.10128419840179
22,-177,39.10126568699828
23,-177,40.10124888525136
24,-177,41.10123362017171
25,-177,42.1012197342543
26,-177,43.10120708369784
27,-177,44.10119553686656
28,-177,45.10118497295691
29,-177,46.10117528083769
30,-177,47.101166358038164
31,-177,48.10115810986248
32,-177,49.101150448612195
33,-177,50.10114329290211
34,-177,51.10113656705634
35,-177,52.101130200573984
36,-177,53.101124127655105
37,-177,54.101118286779226
38,-177,55.10111262032968
39,-177,56.10110707425803
40,-177,57.1011015977836
41,-177,58.101096143123954
42,-177,59.101090665252535
43,-177,60.101085121680384
44,-177,61.101079472258895
45,-177,62.10107367900176
46,-177,63.10106770592316
47,-177,64.10106151889106
48,-177,65.10105508549383
49,-177,66.10104837491828
50,-177,67.1010413578386
51,-177,68.1010340063144
52,-177,69.10102629369752
53,-177,70.10101819454584
54,-177,71.10100968454455
55,-177,72.10100074043275
56,-177,73.10099133993606
57,-177,74.1009814617038
58,-177,75.10097108525062
59,-177,76.10096019090201
60,-177,77.10094875974343
61,-177,78.1009367735725
62,-177,79.10092421485393
63,-177,80.10091106667703
64,-177,81.10089731271545
65,-177,82.10088293718879
66,-177,83.10086792482593
67,-177,84.10085226082995
68,-177,85.10083593084418
69,-177,86.10081892091937
70,-177,87.10080121748194
71,-177,88.10078280730261
72,-177,89.10076367746588
73,-177,90.10074381533977
74,-177,91.10072320854577
75,-177,92.10070184492893
76,-177,93.10067971252786
77,-177,94.10065679954431
78,-177,95.10063309431273
79,-177,96.10060858526889
80,-177,97.10058326091794
81,-177,98.1005571098017
82,-177,99.10053012046458
83,-177,100.10050228141856
84,-177,101.10047358110651
85,-177,102.10044400786391
86,-177,103.10041354987875
87,-177,104.10038219514907
88,-177,105.10034993143847
89,-177,106.10031674622854
-89,-176,71.9044290943144
-88,-176,70.90447493182855
-87,-176,69.90452078946784
-86,-176,68.90456672218066
-85,-176,67.90461278739234
-84,-176,66.90465904520396
-83,-176,65.90470555860756
-82,-176,64.90475239371968
-81,-176,63.90479962003535
-80,-176,62.904847310705115
-79,-176,61.904895542837465
-78,-176,60.90494439782995
-77,-176,59.90499396173213
-76,-176,58.905044325644646
-75,-176,57.905095586158474
-74,-176,56.90514784583933
-73,-176,55.9052012137636
-72,-176,54.90525580611148
-71,-176,53.9053117468256
-70,-176,52.90536916834343
-69,-176,51.905428212413675
-68,-176,50.90548903100823
-67,-176,49.90555178734295
-66,-176,48.905616657023295
-65,-176,47.905683829332666
-64,-176,46.90575350868512
-63,-176,45.90582591626741
-62,-176,44.905901291899866
-61,-176,43.90597989615132
-60,-176,42.90606201274909
-59,-176,41.90614795133393
-58,-176,40.906238050618285
-57,-176,39.90633268201944
-56,-176,38.906432253852245
-55,-176,37.9065372161854
-54,-176,36.906648066486554
-53,-176,35.90676535621063
-52,-176,34.906889698519905
-51,-176,33.90702177736976
-50,-176,32.90716235825053
-49,-176,31.90731230094847
-48,-176,30.907472574783128
-47,-176,29.907644276900523
-46,-176,28.907828654361325
-45,-176,27.908027130976176
-44,-176,26.908241340121656
-43,-176,25.908473165151978
-42,-176,24.90872478953986
-41,-176,23.908998759592762
-40,-176,22.90929806358337
-39,-176,21.909626232534777
-38,-176,20.909987469902422
-37,-176,19.91038682030123
-36,-176,18.910830391714374
-35,-176,17.911325652058558
-34,-176,16.911881830838322
-33,-176,15.912510472046097
-32,-176,14.913226209172954
-31,-176,13.914047873845984
-30,-176,12.915000118503508
-29,-176,11.916115854274778
-28,-176,10.917440025141254
-27,-176,9.919035657988504
-26,-176,8.92099396660717
-25,-176,7.923452072198796
-24,-176,6.926625986988637
-23,-176,5.930876724084955
-22,-176,4.936855980531783
-21,-176,3.9458703711325023
-20,-176,2.960968978026205
-19,-176,1.991200716527562
-18,-176,1.0782032696112467
-17,-176,0.6002195014012542
-16,-176,1.2482402893194477
-15,-176,2.1808354656187894
-14,-176,3.1550089985357026
-13,-176,4.1415237369041025
-12,-176,5.133269342226716
-11,-176,6.127706508452022
-10,-176,7.123708088321734
-9,-176,8.120698428313966
-8,-176,9.11835315413265
-7,-176,10.116475657503296
-6,-176,11.114939867654703
-5,-176,12.113661236965848
-4,-176,13.112580952625244
-3,-176,14.111656840053696
-2,-176,15.110857868655112
-1,-176,16.1101606991615
0,-176,17.109547439370633
1,-176,18.10900414218626
2,-176,19.108519774550295
3,-176,20.108085493617768
4,-176,21.107694128435174
5,-176,22.107339802141258
6,-176,23.107017652170992
7,-176,24.106723620037922
8,-176,25.106454291313863
9,-176,26.1062067723594
10,-176,27.105978594322142
11,-176,28.10576763761642
12,-176,29.10557207196303
13,-176,30.105390308372208
14,-176,31.1052209603847
15,-176,32.10506281255295
16,-176,33.10491479463271
17,-176,34.10477596031302
18,-176,35.10464546958052
19,-176,36.10452257401342
20,-176,37.104406604452976
21,-176,38.10429696061524
22,-176,39.10419310229649
23,-176,40.10409454189402
24,-176,41.104000838018116
25,-176,42.10391159001416
26,-176,43.103826433246795
27,-176,44.10374503502543
28,-176,45.10366709107143
29,-176,46.103592322444584
30,-176,47.10352047286089
31,-176,48.10345130634462
32,-176,49.103384605166525
33,-176,50.10332016802903
34,-176,51.10325780846366
35,-176,52.10319735341277
36,-176,53.10313864197104
37,-176,54.10308152426587
38,-176,55.10302586045926
39,-176,56.10297151985581
40,-176,57.102918380103795
41,-176,58.10286632647807
42,-176,59.10281525123509
43,-176,60.1027650530316
44,-176,61.10271563639944
45,-176,62.10266691127049
46,-176,63.102618792545734
47,-176,64.10257119970362
48,-176,65.10252405644378
49,-176,66.10247729036185
50,-176,67.10243083265215
51,-176,68.10238461783561
52,-176,69.10233858350992
53,-176,70.10229267011968
54,-176,71.10224682074474
55,-176,72.10220098090443
56,-176,73.10215509837649
57,-176,74.10210912302892
58,-176,75.1020630066635
59,-176,76.10201670286979
60,-176,77.10197016688855
61,-176,78.10192335548362
62,-176,79.10187622682123
63,-176,80.10182874035607
64,-176,81.10178085672327
65,-176,82.10173253763574
66,-176,83.10168374578612
67,-176,84.10163444475266
68,-176,85.10158459890879
69,-176,86.10153417333544
70,-176,87.10148313373611
71,-176,88.10143144635376
72,-176,89.10137907788922
73,-176,90.10132599542104
74,-176,91.10127216632573
75,-176,92.10121755819848
76,-176,93.10116213877379
77,-176,94.10110587584533
78,-176,95.10104873718531
79,-176,96.10099069046203
80,-176,97.1009317031559
81,-176,98.10087174247313
82,-176,99.1008107752568
83,-176,100.10074876789452
84,-176,101.10068568622248
85,-176,102.1006214954253
86,-176,103.10055615993079
87,-176,104.10048964329924
88,-176,105.10042190810664
89,-176,106.10035291582057
-89,-175,71.90477192614736
-88,-175,70.90516452876743
-87,-175,69.90556136772655
-86,-175,68.90596279303224
-85,-175,67.90636917036599
-84,-175,66.9067808824477
-83,-175,65.90719833051247
-82,-175,64.90762193591331
-81,-175,63.90805214186398
-80,-175,62.90848941533793
-79,-175,61.90893424914199
-78,-175,60.90938716418519
-77,-175,59.90984871196591
-76,-175,58.9103194773041
-75,-175,57.91080008134849
-74,-175,56.91129118489296
-73,-175,55.91179349204122
-72,-175,54.91230775426469
-71,-175,53.9128347749048
-70,-175,52.91337541417897
-69,-175,51.91393059475828
-68,-175,50.91450130799584
-67,-175,49.915088620897194
-66,-175,48.91569368393931
-65,-175,47.91631773986189
-64,-175,46.916962133576575
-63,-175,45.917628323364134
-62,-175,44.91831789356034
-61,-175,43.91903256896792
-60,-175,42.9197742312754
-59,-175,41.92054493781794
-58,-175,40.92134694307994
-57,-175,39.92218272341962
-56,-175,38.92305500559364
-55,-175,37.923966799782164
-54,-175,36.924921437965274
-53,-175,35.92592261869129
-52,-175,34.92697445951451
-51,-175,33.92808155868069
-50,-175,32.929249068020205
-49,-175,31.93048277949835
-48,-175,30.931789228503437
-47,-175,29.93317581777279
-46,-175,28.934650966930896
-45,-175,27.936224294031707
-44,-175,26.9379068373853
-43,-175,25.93971132849034
-42,-175,24.941652530343987
-41,-175,23.94374766014026
-40,-175,22.94601692195196
-39,-175,21.948484184253484
-38,-175,20.95117785034715
-37,-175,19.954131988860816
-36,-175,18.95738781956411
-35,-175,17.960995691736375
-34,-175,16.965017756296124
-33,-175,15.969531632417741
-32,-175,14.974635527734405
-31,-175,13.980455529721077
-30,-175,12.987156219816995
-29,-175,11.994956513794394
-28,-175,11.004153982113161
-27,-175,10.015163428926623
-26,-175,9.028580454738846
-25,-175,8.045290952936774
-24,-175,7.0666699971961435
-23,-175,6.094966913054537
-22,-175,5.134111257808659
-21,-175,4.191569665321203
-20,-175,3.283153393351308
-19,-175,2.447165502763203
-18,-175,1.7882463960166917
-17,-175,1.5513590942848057
-16,-175,1.901391249986891
-15,-175,2.6121917955659613
-14,-175,3.4686433308416578
-13,-175,4.3862409698607365
-12,-175,5.333518073688355
-11,-175,6.297094657228357
-10,-175,7.270492888196235
-9,-175,8.25023700975156
-8,-175,9.234307286781233
-7,-175,10.221454200226438
-6,-175,11.210864965532481
-5,-175,12.201988797820606
-4,-175,13.194439564182376
-3,-175,14.18793870956316
-2,-175,15.182280323255897
-1,-175,16.177308957267485
0,-175,17.172905088403695
1,-175,18.168975323535253
2,-175,19.165445638634207
3,-175,20.162256610717574
4,-175,21.159359990345678
5,-175,22.15671619516759
6,-175,23.154292448451248
7,-175,24.15206137712059
8,-175,25.149999942316214
9,-175,26.14808861404314
10,-175,27.14631072734341
11,-175,28.144651975096703
12,-175,29.143100004800868
13,-175,30.141644095299693
14,-175,31.14027489556724
15,-175,32.13898421208867
16,-175,33.13776483461213
17,-175,34.13661039243204
18,-175,35.13551523514237
19,-175,36.13447433313422
20,-175,37.13348319412777
21,-175,38.13253779280293
22,-175,39.13163451119221
23,-175,40.13077008796349
24,-175,41.12994157508278
25,-175,42.12914630063403
26,-175,43.128381836798305
27,-175,44.12764597217593
28,-175,45.12693668777865
29,-175,46.12625213613628
30,-175,47.12559062305524
31,-175,48.124950591644605
32,-175,49.12433060828604
33,-175,50.12372935027693
34,-175,51.123145594917645
35,-175,52.12257820984882
36,-175,53.12202614447427
37,-175,54.1214884223288
38,-175,55.120964134270956
39,-175,56.12045243239754
40,-175,57.11995252459151
41,-175,58.119463669626384
42,-175,59.11898517276133
43,-175,60.11851638176947
44,-175,61.11805668334929
45,-175,62.11760549987595
46,-175,63.1171622864541
47,-175,64.1167265282393
48,-175,65.11629773799831
49,-175,66.11587545388308
50,-175,67.11545923739497
51,-175,68.11504867151993
52,-175,69.11464335901614
53,-175,70.11424292083882
54,-175,71.11384699468773
55,-175,72.11345523366512
56,-175,73.11306730503267
57,-175,74.11268288905757
58,-175,75.11230167793836
59,-175,76.11192337480276
60,-175,77.11154769276976
61,-175,78.11117435406965
62,-175,79.11080308921542
63,-175,80.1104336362204
64,-175,81.11006573985708
65,-175,82.1096991509518
66,-175,83.10933362571193
67,-175,84.10896892508065
68,-175,85.10860481411613
69,-175,86.10824106139133
70,-175,87.10787743841108
71,-175,88.10751371904351
72,-175,89.10714967896226
73,-175,90.10678509509722
74,-175,91.10641974509028
75,-175,92.10605340675357
76,-175,93.10568585752752
77,-175,94.10531687393544
78,-175,95.10494623103237
79,-175,96.10457370184494
80,-175,97.10419905679927
81,-175,98.10382206313406
82,-175,99.10344248429547
83,-175,100.1030600793104
84,-175,101.10267460213483
85,-175,102.10228580097308
86,-175,103.10189341756416
87,-175,104.10149718643068
88,-175,105.10109683408567
89,-175,106.10069207819194
-89,-174,71.90542092259524
-88,-174,70.90646996335337
-87,-174,69.90753121692752
-86,-174,68.90860559098395
-85,-174,67.9096940337684
-84,-174,66.91079753766661
-83,-174,65.91191714305849
-82,-174,64.9130539424999
-81,-174,63.91420908526905
-80,-174,62.91538378232019
-79,-174,61.91657931169141
-78,-174,60.917797024420686
-77,-174,59.91903835103027
-76,-174,58.920304808648325
-75,-174,57.92159800884593
-74,-174,56.92291966627799
-73,-174,55.924271608229986
-72,-174,54.92565578518628
-71,-174,53.92707428255353
-70,-174,52.92852933369209
-69,-174,51.93002333443249
-68,-174,50.93155885928083
-67,-174,49.93313867954997
-66,-174,48.93476578369201
-65,-174,47.93644340015248
-64,-174,46.93817502312202
-63,-174,45.93996444162554
-62,-174,44.941815772467045
-61,-174,43.943733497642384
-60,-174,42.9457225069448
-59,-174,41.94778814662652
-58,-174,40.949936275146136
-57,-174,39.95217332723756
-56,-174,38.954506387787035
-55,-174,37.95694327731707
-54,-174,36.959492651261556
-53,-174,35.96216411569927
-52,-174,34.964968362817395
-51,-174,33.96791733014139
-50,-174,32.97102438853723
-49,-174,31.97430456523303
-48,-174,30.977774809703547
-47,-174,29.981454312331593
-46,-174,28.98536488846475
-45,-174,27.989531444049064
-44,-174,26.993982543753017
-43,-174,25.99875110884111
-42,-174,25.003875280646664
-41,-174,24.009399497244786
-40,-174,23.015375847182646
-39,-174,22.021865786884177
-38,-174,21.028942340617043
-37,-174,20.036692948312187
-36,-174,19.04522319424603
-35,-174,18.054661750040903
-34,-174,17.065167017067054
-33,-174,16.076936186644147
-32,-174,15.09021780303765
-31,-174,14.105329503628612
-30,-174,13.122683582367994
-29,-174,12.142824669871626
-28,-174,11.166486702768038
-27,-174,10.19468156093635
-26,-174,9.22884152208652
-25,-174,8.271056784358063
-24,-174,7.324488316010334
-23,-174,6.394119579310135
-22,-174,5.488195631648786
-21,-174,4.621115624569835
-20,-174,3.819426918443215
-19,-174,3.1337245894403942
-18,-174,2.655434814582176
-17,-174,2.5062592273523085
-16,-174,2.7404805677905455
-15,-174,3.276893205972687
-14,-174,3.995587650034411
-13,-174,4.815631569909797
-12,-174,5.693398618566555
-11,-174,6.605918557954008
-10,-174,7.540584962755908
-9,-174,8.490086562617265
-8,-174,9.449952465892393
-7,-174,10.417317951024337
-6,-174,11.390272204140809
-5,-174,12.367496106556256
-4,-174,13.348051753408852
-3,-174,14.331255094618804
-2,-174,15.31659606906403
-1,-174,16.30368691779705
0,-174,17.292227788610667
1,-174,18.281983274029987
2,-174,19.27276605035367
3,-174,20.26442524084888
4,-174,21.256837990517575
5,-174,22.249903267234963
6,-174,23.243537233890468
7,-174,24.237669747120346
8,-174,25.232241675946074
9,-174,26.227202825248245
10,-174,27.222510311010222
11,-174,28.218127276901594
12,-174,29.214021871521915
13,-174,30.210166426668266
14,-174,31.20653679206502
15,-174,32.20311179291922
16,-174,33.199872784670966
17,-174,34.19680328523542
18,-174,35.19388866946378
19,-174,36.19111591389194
20,-174,37.18847338238769
21,-174,38.1859506452563
22,-174,39.18353832587061
23,-174,40.1812279700634
24,-174,41.179011934437526
25,-174,42.17688329047355
26,-174,43.17483574188821
27,-174,44.172863553155885
28,-174,45.17096148747161
29,-174,46.1691247527315
30,-174,47.16734895434598
31,-174,48.165630053897345
32,-174,49.163964332812355
33,-174,50.16234836035301
34,-174,51.160778965336384
35,-174,52.159253211084554
36,-174,53.157768373180396
37,-174,54.15632191966703
38,-174,55.154911493381626
39,-174,56.15353489615736
40,-174,57.152190074664965
41,-174,58.15087510769624
42,-174,59.14958819471858
43,-174,60.14832764555243
44,-174,61.14709187104201
45,-174,62.14587937460768
46,-174,63.14468874458042
47,-174,64.14351864723312
